Unnamed: 0,text,possibly_sensitive,id,author_id,conversation_id,in_reply_to_user_id,reply_settings,lang,username,profile_image_url,protected,name,url,verified,created_at.y,location,description,public_metrics.x_retweet_count,public_metrics.x_reply_count,public_metrics.x_like_count,public_metrics.x_quote_count,public_metrics.x_impression_count,public_metrics.y_followers_count,public_metrics.y_following_count,public_metrics.y_tweet_count,public_metrics.y_listed_count,pinned_tweet_id,text_with_display_links,reply.to.thread.no.term,geo_place_id,created_at.x,count
15.0,"@DeadlineWH @McFaul @NicolleDWallace 🗣️💬 2010 BP Oil Spill. Seen the after effects in Florida for my 3-week vacation. Tampa Bay, Sarasota, St. Petersburg, New Port Richey. Hehe. 🛢️🌊. ",False,1.5752342598952182e+18,1.4961748923451802e+18,1.5745444362641613e+18,8.601233511545569e+17,everyone,en,TheShogunGamer,https://pbs.twimg.com/profile_images/1614481518092591104/wc1T3HOM_normal.jpg,False,PSN: TheShowgunGamer ⛩️🏯,https://t.co/JdfXIe9fIV,False,2022-02-22T17:28:17.000Z,"Albany, New York",Video Game Extraordinaire 🎮 Polyamorous ❤ Disabled Rights ♿ Politics 🗣 Film Enthusiast 🎥 Sports Junkie🏅Graphics Designer 🎨 Idealist💡egameboss@gmail.com 📧,0.0,0.0,0.0,0.0,0.0,255.0,263.0,17565.0,2.0,,oil spill effect florida week vacation tampa bay sarasota petersburg richey hehe,False,,2018-01-24,0.0
16.0,"#WaybackWednesday Fla. Governor disaster fashion edition. Then Gov. Charlie Crist, wearing a Columbia fishing shirt, speaks at a meeting of newspaper editors and publishers, June 17, 2010 in Sarasota post Gulf Oil Spill. /cc @cynthiabarnett @craigtimes . https   twitter com cell911 status 1577720170088275977 photo 1",False,1.577720170088276e+18,822482.0,1.577720170088276e+18,,everyone,en,cell911,https://pbs.twimg.com/profile_images/1409540841455108104/I0mT8RA5_normal.jpg,False,Craig Lee,,False,2007-03-08T18:09:06.000Z,,"Native Florida Man, redhead, smart aleck, web coder, journalist, photography geek, rocket launch fan, gourmet cook, butterfly chaser, kayaker, bicyclist.",0.0,1.0,0.0,0.0,0.0,611.0,1488.0,14325.0,35.0,1.5936043096937595e+18,waybackwednesday fla governor disaster fashion edition gov charlie crist wear columbia fish shi speaks meet newspaper editor publisher june sarasota gulf oil spill,False,,2018-01-25,0.0
17.0,I remember thinking at the time that he looked ridiculously out of place in that attire because I'd only ever seen him in a coat and tie.,False,1.5777206783666012e+18,822482.0,1.577720170088276e+18,822482.0,everyone,en,cell911,https://pbs.twimg.com/profile_images/1635658078317334528/_GcYet4m_normal.jpg,False,Craig Lee,,False,2007-03-08T18:09:06.000Z,,"Native Florida Man, redhead, smart aleck, web coder, journalist, photography geek, rocket launch fan, gourmet cook, butterfly chaser, kayaker, bicyclist.",0.0,1.0,0.0,0.0,0.0,599.0,1444.0,14330.0,35.0,1.5936043096937595e+18,nan,True,,2018-01-26,0.0
18.0,"He was on the agenda for the meeting as a Senatorial candidate, but opened with some remarks about oil spill mitigation prep.",False,1.5777221738331546e+18,822482.0,1.577720170088276e+18,822482.0,everyone,en,cell911,https://pbs.twimg.com/profile_images/1635658078317334528/_GcYet4m_normal.jpg,False,Craig Lee,,False,2007-03-08T18:09:06.000Z,,"Native Florida Man, redhead, smart aleck, web coder, journalist, photography geek, rocket launch fan, gourmet cook, butterfly chaser, kayaker, bicyclist.",0.0,0.0,0.0,0.0,0.0,599.0,1444.0,14330.0,35.0,1.5936043096937595e+18,nan,True,,2018-01-27,0.0
1.0,"“About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.”
 why we must #Divest                                 Take Action: 

#StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete. https   www change org p st petersburg city council removing public funds from socially irresponsible commercial banking institutions. http   klcc org post oil spill prompts warning avoid miles long stretch mckenzie river",False,9.747684360427151e+17,7.657813794182922e+17,9.747684360427151e+17,,everyone,en,greenpeace_dtsp,https://pbs.twimg.com/profile_images/773487001622437889/kmw3h0r0_normal.jpg,False,Greenpeace St. Pete,,False,2016-08-17T05:24:43.000Z,"Florida, USA",,3.0,0.0,1.0,0.0,0.0,25.0,54.0,108.0,2.0,,gallon hydraulic oil spill leak trace international paper springfield divest action stopline nokm nokxl nodapl diveststpete,False,,2018-01-28,0.0
3.0,"#OIL—Damn #Gazprom, building a superfluous $20 bln refinery near St. Petersburg. Don't #Russia|ns know that it's best to pipe raw bitumen across mountains, spill a 1/3 enroute and a 1/3 in the ocean, then tanker it to China. Let them deal with it. No fuss, right #KinderMorgan?. ",False,9.883222453102304e+17,381214787.0,9.883222453102304e+17,,everyone,en,gbazov,https://pbs.twimg.com/profile_images/1505304313991766028/Jeh7LkMG_normal.jpg,False,Gleb Bazov,https://t.co/qrmJNmuj0g,False,2011-09-27T23:11:26.000Z,"Toronto, Ontario",#Slavyangrad Twitter / @NuestraIraSLG #Slavyangrad Telegram / https://t.co/S78v25WM75 #Slavyangrad Website / https://t.co/qrmJNmuj0g / https://t.co/MWs0akug2Q,0.0,1.0,0.0,0.0,0.0,38534.0,11721.0,91968.0,568.0,1.5045259451217838e+18,oil damn gazprom build superfluous bln refinery petersburg russia pipe raw bitumen mountain spill enroute ocean tanker china deal fuss kindermorgan,False,,2018-01-30,0.0
4.0,"#OIL—We better get all our tar sands sludge out of Alberta, I guess, as soon as possible. What with even the HSBC committing to cease financing oil sands developments, along with coal burning and other advanced manufacturing processes (well except in Asia, cause just... cause).",False,9.883234462820762e+17,381214787.0,9.883222453102304e+17,381214787.0,everyone,en,gbazov,https://pbs.twimg.com/profile_images/1505304313991766028/Jeh7LkMG_normal.jpg,False,Gleb Bazov,https://t.co/qrmJNmuj0g,False,2011-09-27T23:11:26.000Z,"Toronto, Ontario",#Slavyangrad Twitter / @NuestraIraSLG #Slavyangrad Telegram / https://t.co/S78v25WM75 #Slavyangrad Website / https://t.co/qrmJNmuj0g / https://t.co/MWs0akug2Q,0.0,1.0,0.0,0.0,0.0,37730.0,11688.0,91942.0,566.0,1.5045259451217838e+18,nan,True,,2018-01-31,0.0
5.0,@gbazov I really do love some sarcasm with my coffee. LOL You are so right...,False,9.883827310327604e+17,7.119490286493409e+17,9.883222453102304e+17,381214787.0,everyone,en,globalizeddem,https://pbs.twimg.com/profile_images/864042376314183680/yze37ahw_normal.jpg,False,Global Village,,False,2016-03-21T16:14:10.000Z,,"""Every great dream begins with a dreamer.""",0.0,0.0,1.0,0.0,0.0,127.0,288.0,1378.0,3.0,,nan,True,,2018-02-01,0.0
6.0,A group of scientists from states bordering the #Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with #health problems coming from red tide and #oil spills in the Gulf. . https   wusfnews wusf usf edu post twitter may be used track lingering health problems gulf mexico,False,1.1113146855282934e+18,30710984.0,1.1113146855282934e+18,,everyone,en,QueegRides,https://pbs.twimg.com/profile_images/1575703602030575624/8JJOGC7W_normal.jpg,False,Queeg Rides Again,,False,2009-04-12T20:05:42.000Z,"Mississippi River, LA",The Mighty Queeg has polished his balls and is ready for battle.,0.0,0.0,0.0,0.0,0.0,1945.0,3098.0,58463.0,209.0,,group scientist state border gulf mexico meet petersburg wednesday figure way deal health problem red tide oil spill gulf,False,,2018-02-02,0.0
7.0,A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems coming from red tide and oil spills in the Gulf.  . https   www wlrn org 2019 03 27 twitter may be used to track lingering health problems in the gulf of mexico. https   twitter com NPScorp_UK status 1111646293905063936 photo 1,False,1.111646293905064e+18,339601918.0,1.111646293905064e+18,,everyone,en,FyterTech_UK,https://pbs.twimg.com/profile_images/1357708483672571904/dlocYIO7_normal.jpg,False,LiquidSafetySolutions,https://t.co/H1SZ6OzK07,False,2011-07-21T10:58:31.000Z,"Oldham, England","Our #OilSpill products are essential for organisations across various markets, including #marine, #aerospace, #FoodManufacture & #transport. 
#SpillControl",1.0,0.0,0.0,0.0,0.0,864.0,852.0,5324.0,6.0,1.4812008039731077e+18,group scientist state border gulf mexico meet petersburg wednesday figure way deal health problem red tide oil spill gulf,False,,2018-02-03,0.0
9.0,"Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

. https   gulfseagrant org oilspilloutreach presentations how does science guide oil spill response",False,1.1138714260571136e+18,3438303297.0,1.1138714260571136e+18,,everyone,en,NASEM_Gulf,https://pbs.twimg.com/profile_images/1520072752388091905/iVnF2Mie_normal.jpg,False,NASEM Gulf Research Program,https://t.co/y5qEHfhgBr,False,2015-08-24T19:23:57.000Z,"Washington, DC","The Gulf Research Program of @theNASEM funds studies, projects, & other activities at the intersections of human, environmental, and offshore energy systems.",7.0,0.0,5.0,0.0,0.0,1259.0,649.0,2106.0,16.0,,join researcher responder discuss science guide oil spill response april sea grant oil spill science outreach program event free open public attend person petersburg florida watch online,False,,2018-02-05,0.0
15.0,.@FloridaSeaGrant specialist Monica Wilson will host an oil spill response seminar April 24 in St. Petersburg. Those who respond to oil spills will get the latest scientific input at the public workshop. . https   blogs ifas ufl edu news 2019 04 10 florida sea grant specialist to conduct workshop get feedback on oil spills,False,1.1160269006930412e+18,361385033.0,1.1160269006930412e+18,,everyone,en,UF_IFAS,https://pbs.twimg.com/profile_images/1504887669284765697/zN6nhbGU_normal.jpg,False,UF IFAS Solutions,https://t.co/lV1WJgRmW5,True,2011-08-24T18:14:18.000Z,"Gainesville, Florida",@UF's Institute of Food and Agricultural Sciences (UF/IFAS) | https://t.co/bKtWq57PLH | https://t.co/sE6K8ZwMAo…,0.0,0.0,1.0,0.0,0.0,12635.0,2427.0,26564.0,245.0,,specialist monica wilson host oil spill response seminar april petersburg respond oil spill late scientific input public workshop,False,,2018-02-11,0.0
18.0,"1st day of school for Pinellas, school attack plot foiled, MacBook Pro banned, social media is linked to depression, Barbie going Star Wars, possible oil spill in Madeira Beach, CBS/Viacom merger, moms celebrate back to school plus Barber will be in the Ring of Honor! @FOX13News. ",False,1.161547756189753e+18,568322556.0,1.161547756189753e+18,,everyone,en,WalterAllenTV,https://pbs.twimg.com/profile_images/1592668582974029828/xwss2vw1_normal.jpg,False,Walter Allen FOX 13,,True,2012-05-01T14:15:44.000Z,"Tampa, FL",Good Day Tampa Bay Anchor for FOX13. Happily married and Daddy to Alexandra!,0.0,0.0,7.0,0.0,0.0,8345.0,1677.0,23382.0,146.0,,day school pinellas school attack plot foil macbook pro ban social media link depression barbie star war oil spill madeira beach cbs viacom merger mom celebrate school barber ring honor,False,,2018-02-14,0.0
19.0,"“We are appalled that the Trump administration is trying to auction off our coastal waters and public lands to oil and gas developers,” writes one St. Pete Beach couple who own a hotel.

. https   www tampabay com opinion 2019 09 10 protect floridas coasts from oil spills wednesdays letters",False,1.1715438754938143e+18,7.782517150112891e+17,1.1715438754938143e+18,,everyone,en,TBTimes_Opinion,https://pbs.twimg.com/profile_images/1232366331577667585/RinKNxSr_normal.jpg,False,Opinion by Tampa Bay Times,https://t.co/0h6XtvJJU1,True,2016-09-20T15:17:22.000Z,"St. Petersburg, FL",Come here for conversation about Florida and the Tampa Bay area. We share editorials and columns from @TB_Times. | 👋 Sound off: https://t.co/qMOOX4VkN4,1.0,0.0,1.0,0.0,0.0,1489.0,339.0,6124.0,37.0,,appalled trump administration auction coastal water public land oil gas developer write pete beach couple hotel,False,,2018-02-15,0.0
21.0,"ST. PETERSBURG, Fla. (AP) — A decade after the nation’s worst offshore oil spill, dolphins, turtles and other wildlife in the Gulf of Mexico are still seriously at risk, according to a report released Tuesday. . https   www enewscourier com news state_and_nation wildlife group gulf oil spill still affecting wildlife article_da6cf39a 790b 11ea 82ba df329ce35932 html utm_campaign blox utm_source twitter utm_medium social",False,1.2476189247468708e+18,28156328.0,1.2476189247468708e+18,,everyone,en,newscourier,https://pbs.twimg.com/profile_images/117687887/courthouse_with_flag_normal.jpg,False,The News Courier,https://t.co/peZuqz0vvX,False,2009-04-01T18:02:29.000Z,"Athens, AL","The News Courier is an award-winning daily newspaper published in Athens, Alabama, covering Limestone County.",0.0,0.0,0.0,0.0,0.0,4852.0,230.0,64172.0,94.0,,petersburg fla decade worst offshore oil spill dolphins tules wildlife gulf mexico risk repo release tuesday,False,,2018-02-17,0.0
22.0,"ST. PETERSBURG, Fla. (AP) — A decade after the nation’s worst offshore oil spill, dolphins, turtles and other wildlife in&amp;hellip; . https   wtop com animals pets 2020 04 wildlife group gulf oil spill still affecting wildlife",False,1.2477456160855654e+18,15573537.0,1.2477456160855654e+18,,everyone,en,JeremiahCharles,https://pbs.twimg.com/profile_images/1505396048717561857/ZXLG8AHG_normal.jpg,False,Jeremiah Charles,https://t.co/RPgAV2KLS8,False,2008-07-23T22:20:21.000Z,"Alexandria, VA",Jedi Knight | Entrepreneur | Student of History & The Future | Home Remodeling | Solar Energy | Healthy Lifestyle Advocate #LGM #BayernMunich,0.0,0.0,0.0,0.0,0.0,12923.0,10682.0,22708.0,123.0,,petersburg fla decade worst offshore oil spill dolphins tules wildlife amp hellip,False,,2018-02-18,0.0
23.0,"Deepwater oil spill money pays for an inductive wireless charging bus station: As Electrek wrote in April, we’re still suffering from the Deepwater Horizon oil spill in the Gulf of Mexico a decade later. Scientists are finding oil from that spill in the…  . https   electrek co 2020 06 10 deepwater oil spill money inductive wireless charging bus station st petersburg florida. https   twitter com broadscaler status 1270719394952298501 photo 1",False,1.2707193949522985e+18,15844371.0,1.2707193949522985e+18,,everyone,en,broadscaler,https://pbs.twimg.com/profile_images/1615895763778965505/Md6iucs8_normal.jpg,False,Daniel Aharonoff,https://t.co/FkUbD7vBGk,False,2008-08-14T00:15:29.000Z,"CA 91436, USA",Technology Investor & Ξntrepreneur 🦇🔊,0.0,0.0,0.0,0.0,0.0,360.0,326.0,58187.0,20.0,,deepwater oil spill money pay inductive wireless charge bus station electrek write april suffer deepwater horizon oil spill gulf mexico decade scientist find oil spill,False,,2018-02-19,0.0
24.0,"@bdomenech 
We are lucky on the West Coast of Florida in a City of St Pete Beach, Historic Pass-A-Grille.
Been in business for 44 years.
Thru Tropical Depressions, oil spills, Red Tide, power outages  and recessions but nothing like the Coronavirus 
Governor helped back on track.. ",False,1.3850218885319967e+18,4105325777.0,1.3850218885319967e+18,14989516.0,everyone,en,RickFalkenstein,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,"Ric,,,,k Falkenstein",,False,2015-11-03T15:11:06.000Z,,"Family, Seafood,Sunsets and Beach life",0.0,0.0,0.0,0.0,0.0,8.0,35.0,24.0,0.0,,lucky west coast florida city pete beach historic pas grille business year tropical depression oil spill red tide power outage recession coronavirus governor help track,False,,2018-02-20,0.0
25.0,"Toxins spilled into our oceans from humans who don’t care about our planet. They poison our oceans with off shore drilling, dump toxins into our ocean, and major oil spills every year, not to forget Fukushima spill . https   www fox13news com news in one day nine tons of dead fish removed from st pete waters due to red tide elsa",False,1.4138717990839665e+18,7.808912301463347e+17,1.4138717990839665e+18,,everyone,en,ReaderDon7,https://pbs.twimg.com/profile_images/1436474545179922440/_5lT7Mff_normal.jpg,False,Donna Hylton,,False,2016-09-27T22:05:52.000Z,,"I'm a born again Christian.I am neither Republican or Democrat. I am passionate for the rights and health of people, animal, and earth. I love good journalism.",0.0,0.0,0.0,0.0,0.0,49.0,549.0,5772.0,4.0,,toxin spill ocean human care planet poison ocean shore drill dump toxin ocean major oil spill year forget fukushima spill,False,,2018-02-21,1.0
