Unnamed: 0,text,possibly_sensitive,reply_settings,conversation_id,author_id,lang,id,protected,location,url,profile_image_url,verified,username,created_at.y,name,description,public_metrics.x_retweet_count,public_metrics.x_reply_count,public_metrics.x_like_count,public_metrics.x_quote_count,public_metrics.x_impression_count,public_metrics.y_followers_count,public_metrics.y_following_count,public_metrics.y_tweet_count,public_metrics.y_listed_count,in_reply_to_user_id,pinned_tweet_id,geo_place_id,text_with_display_links,reply.to.thread.no.term,created_at.x,count
11.0,"@MsResJudicata I remember snorkeling off of the coast of Sicily in the 80s &amp; almost running head on into a floating log. For me, the Med was never the same after that as I stopped swimming. At 400K gallons, it’s only about 2,000 gallons a day which is a far less ominous number than “400K.”",False,everyone,1.1619604252248842e+18,278903218.0,en,1.1620135212925501e+18,False,Amerika,http://t.co/bJBnklJqZ2,https://pbs.twimg.com/profile_images/1308257970/Imbecile_Nation_normal.jpg,False,ImbecileNation,2011-04-08T05:56:03.000Z,Imbecile Nation,I'm just sick of it all.  Please do not laugh.,0.0,0.0,1.0,0.0,0.0,972.0,4895.0,16520.0,7.0,9.479048123934188e+17,1.324180408041382e+18,,,True,2018-01-15,1.0
12.0,"Pasco Co. Public Works, the sheriff's office, and dive teams set out to clear the blockage causing water from Lake Worrell to spill onto residents' yards before Dorian makes landfall and brings a lot more rainfall into the area.
  by @AdriaIrahetaTV. https   www baynews9 com fl tampa news 2019 08 29 dorian dive teams clear lake worrell stormwater drain as dorian nears",False,everyone,1.167212013132669e+18,17308428.0,en,1.167212013132669e+18,False,Tampa Bay area,http://t.co/j3OZJEwDmE,https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg,True,BN9,2008-11-11T12:03:53.000Z,Spectrum Bay News 9,"Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.",0.0,0.0,2.0,0.0,0.0,384372.0,446.0,145386.0,1755.0,,,,"Pasco Co. Public Works, the sheriff's office, and dive teams set out to clear the blockage causing water from Lake Worrell to spill onto residents' yards before Dorian makes landfall and brings a lot more rainfall into the area.
 https://t.co/SSBSTOT40g by @AdriaIrahetaTV",False,2018-01-16,0.0
13.0,"A gem of Port Richey, the Cotee River, is being dirtied by what neighbors call a disgrace — human waste spilling into the street and reaching the river. . https   www abcactionnews com news local news i team investigates port richey neighbors fed up with ongoing sewage spills",False,everyone,1.4500993818023158e+18,15138087.0,en,1.4500993818023158e+18,False,Tampa,https://t.co/hjOLC3xFry,https://pbs.twimg.com/profile_images/875429460807438337/4yx0qIuz_normal.jpg,True,abcactionnews,2008-06-16T20:08:51.000Z,ABC Action News,Tampa Bay News: Check out our traffic feed here: https://t.co/M2uAC172SI,0.0,0.0,0.0,0.0,0.0,173598.0,649.0,187000.0,1591.0,,,,"A gem of Port Richey, the Cotee River, is being dirtied by what neighbors call a disgrace — human waste spilling into the street and reaching the river. https://t.co/ldJrFu7k8A",False,2018-01-17,0.0
14.0,Bob Hubbard has been contacting city officials over the last 2 yrs to sound the alarm about sewage spilling onto the streets &amp; nearby Cotee River. We brought the concerns to Port Richey’s city manager to find out what’s being done now to address the issue: . https   www abcactionnews com news local news i team investigates port richey neighbors fed up with ongoing sewage spills,False,everyone,1.4505066417833656e+18,186658918.0,en,1.4505066417833656e+18,False,"Tampa, FL",https://t.co/HKiowNI2vt,https://pbs.twimg.com/profile_images/1054932761859911680/uoftwYAU_normal.jpg,False,KylieMcGivern,2010-09-04T01:34:53.000Z,Kylie McGivern,Emmy Award-Winning Investigative Reporter @abcactionnews Native Floridian. Mizzou Grad. Have a story idea? Would love to hear it! kylie.mcgivern@wfts.com,0.0,0.0,1.0,0.0,0.0,2846.0,3155.0,8095.0,77.0,,,,Bob Hubbard has been contacting city officials over the last 2 yrs to sound the alarm about sewage spilling onto the streets &amp; nearby Cotee River. We brought the concerns to Port Richey’s city manager to find out what’s being done now to address the issue: https://t.co/1QBSIpofbx,False,2018-01-18,0.0
15.0,"A gem of Port Richey, the Cotee River, is being dirtied by what neighbors call a disgrace — human waste spilling into the street and reaching the river  #sewage #florida. https   www abcactionnews com news local news i team investigates port richey neighbors fed up with ongoing sewage spills",False,everyone,1.451156549787861e+18,1.088196428961407e+18,en,1.451156549787861e+18,False,,https://t.co/AR8sz1dyFZ,https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg,False,awsproject,2019-01-23T22:07:01.000Z,American Water Security Project,"Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters",0.0,0.0,0.0,0.0,0.0,92.0,95.0,1368.0,1.0,,,,"A gem of Port Richey, the Cotee River, is being dirtied by what neighbors call a disgrace — human waste spilling into the street and reaching the river https://t.co/BvsmDWMzJ9 #sewage #florida",False,2018-01-19,0.0
16.0,"Calls for change in Port Richey were heard at City Hall after neighbors, who felt ignored, contacted the I-Team, worried about sewage spilling into the streets, backing up into their bathtubs, and flowing into the nearby Cotee River. . https   www abcactionnews com news local news i team investigates port richey conducts smoke testing to find problem spots in sewer system following i team report",False,everyone,1.461816602157011e+18,15138087.0,en,1.461816602157011e+18,False,Tampa,https://t.co/hjOLC3xFry,https://pbs.twimg.com/profile_images/875429460807438337/4yx0qIuz_normal.jpg,True,abcactionnews,2008-06-16T20:08:51.000Z,ABC Action News,Tampa Bay News: Check out our traffic feed here: https://t.co/M2uAC172SI,1.0,0.0,0.0,0.0,0.0,173598.0,649.0,187000.0,1591.0,,,,"Calls for change in Port Richey were heard at City Hall after neighbors, who felt ignored, contacted the I-Team, worried about sewage spilling into the streets, backing up into their bathtubs, and flowing into the nearby Cotee River. https://t.co/iNyQZwcuvY",False,2018-01-20,0.0
18.0,"An alert if you live or work near Gulf View Square Mall or the subdivisions of Sea Pines West and West Port in western Pasco County.
#PascoCounty is performing smoke testing to identify leaks in our sewer system from 08/29 – 08/31. To learn more, visit:  . https   ussiusa com door hanger. https   twitter com PascoCountyPIO status 1562530181960515585 photo 1",False,everyone,1.5625301819605156e+18,330332873.0,en,1.5625301819605156e+18,False,"New Port Richey, FL",https://t.co/GtpqLTEznd,https://pbs.twimg.com/profile_images/747460336366792704/LtjBsB9A_normal.jpg,False,PascoCountyPIO,2011-07-06T13:20:37.000Z,Pasco County PIO,"Official Pasco County, FL Gov. page; not monitored 24/7. Customer Service: 727.847.2411. Emergencies: 911. Posting Disclaimer: https://t.co/GFrAjB5qp6…",1.0,0.0,1.0,0.0,0.0,3997.0,374.0,4824.0,84.0,,,,"An alert if you live or work near Gulf View Square Mall or the subdivisions of Sea Pines West and West Port in western Pasco County.
#PascoCounty is performing smoke testing to identify leaks in our sewer system from 08/29 – 08/31. To learn more, visit: https://t.co/USIIr7pvCd https://t.co/9lvQlCTMcY",False,2018-01-22,0.0
20.0,"An alert if you live or work near Gulf View Square Mall or the subdivisions of Sea Pines West and West Port in western Pasco County.
#PascoCounty is performing smoke testing to identify leaks in our sewer system from 08/29 – 08/31. To learn more, visit:  . https   ussiusa com door hanger. https   twitter com PascoCountyPIO status 1563904236559208450 photo 1",False,everyone,1.5639042365592084e+18,330332873.0,en,1.5639042365592084e+18,False,"New Port Richey, FL",https://t.co/GtpqLTEznd,https://pbs.twimg.com/profile_images/747460336366792704/LtjBsB9A_normal.jpg,False,PascoCountyPIO,2011-07-06T13:20:37.000Z,Pasco County PIO,"Official Pasco County, FL Gov. page; not monitored 24/7. Customer Service: 727.847.2411. Emergencies: 911. Posting Disclaimer: https://t.co/GFrAjB5qp6…",0.0,0.0,0.0,0.0,0.0,3997.0,374.0,4824.0,84.0,,,,"An alert if you live or work near Gulf View Square Mall or the subdivisions of Sea Pines West and West Port in western Pasco County.
#PascoCounty is performing smoke testing to identify leaks in our sewer system from 08/29 – 08/31. To learn more, visit: https://t.co/USIIr7H70N https://t.co/RsizZwfBVM",False,2018-01-24,0.0
1.0,Broken pipe sends raw sewage into the Manatee River . https   www bradenton com news local article212334479 html,False,everyone,1.002607555590443e+18,19344401.0,en,1.002607555590443e+18,False,"Bradenton, Florida",https://t.co/KwY6u39gya,https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg,True,bradentonherald,2009-01-22T16:00:14.000Z,Bradenton Herald,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",1.0,0.0,0.0,1.0,0.0,44597.0,1506.0,140325.0,545.0,,,,Broken pipe sends raw sewage into the Manatee River https://t.co/SaRDa3Orqh,False,2018-01-25,0.0
3.0,"Manasota88

PALMA SOLA BAY SEWAGE SPILLS

How much pollution can one waterway hold? Apparently, the City of Bradenton intends to find out.  Palma Sola Bay has the unfortunate distinction of being known as one of the... . https   www facebook com EcoVoice org posts 1945286985494976",False,everyone,1.008570845583827e+18,3323529387.0,en,1.008570845583827e+18,False,South Florida,http://t.co/73f8BdQGYP,https://pbs.twimg.com/profile_images/638127626402402304/Z71sdYyG_normal.jpg,False,eco_voice,2015-06-13T20:03:03.000Z,Eco-Voice,"A non-partisan, independent, volunteer run org, which endeavors to communicate multiple positions on important environmental issues effecting south Florida.",0.0,0.0,0.0,0.0,0.0,304.0,616.0,14115.0,7.0,,,,"Manasota88

PALMA SOLA BAY SEWAGE SPILLS

How much pollution can one waterway hold? Apparently, the City of Bradenton intends to find out.  Palma Sola Bay has the unfortunate distinction of being known as one of the... https://t.co/ZQDAK8SjpQ",False,2018-01-27,0.0
4.0,"This is Clark Spring Lake on Anna Maria Island. The lake used to be crystal clear until a sewage spill back in 2015. Home owners are still frustrated with the situation, 3 years later. Reporter Rick Adams will be live tonight at 6pm with details. @mysuncoast . https   twitter com SammiWWSB status 1014980598149079041 photo 1",False,everyone,1.014980598149079e+18,9.797186372999291e+17,en,1.014980598149079e+18,False,"Sarasota, FL",https://t.co/th63VYvcq2,https://pbs.twimg.com/profile_images/1519121464666083330/ih5WLmNS_normal.jpg,False,SammiBPhoto,2018-03-30T13:55:00.000Z,Sammi Battista,📸 Absolutely adore capturing memories for others. See more work on the gram ⇩,1.0,0.0,5.0,0.0,0.0,220.0,154.0,584.0,2.0,,,07d9e4be17c82005,"This is Clark Spring Lake on Anna Maria Island. The lake used to be crystal clear until a sewage spill back in 2015. Home owners are still frustrated with the situation, 3 years later. Reporter Rick Adams will be live tonight at 6pm with details. @mysuncoast https://t.co/UUBQ8NyvEL",False,2018-01-28,0.0
6.0,You asked: Why do we still dump sewage onto our beaches? . https   ift tt 2MbmZZP,False,everyone,1.0289460500008673e+18,19344401.0,en,1.0289460500008673e+18,False,"Bradenton, Florida",https://t.co/KwY6u39gya,https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg,True,bradentonherald,2009-01-22T16:00:14.000Z,Bradenton Herald,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",1.0,1.0,0.0,0.0,0.0,44597.0,1506.0,140325.0,545.0,,,,You asked: Why do we still dump sewage onto our beaches? https://t.co/7Cgrp4KuKE,False,2018-01-30,0.0
8.0,Residents on Holmes Beach still concerned about water quality after a sewage spill on Spring Lake 3 years ago @abcactionnews . https   twitter com JakePetersonTV status 1054799425774739456 photo 1,False,everyone,1.0547994257747395e+18,822182485.0,en,1.0547994257747395e+18,False,"Gainesville, FL",https://t.co/ODObVOalxt,https://pbs.twimg.com/profile_images/1133902818249777157/M31RV_--_normal.jpg,False,JakePetersonTV,2012-09-13T21:02:19.000Z,Jake Peterson,News Director WXLV,0.0,0.0,1.0,0.0,0.0,768.0,811.0,1418.0,26.0,,,,Residents on Holmes Beach still concerned about water quality after a sewage spill on Spring Lake 3 years ago @abcactionnews https://t.co/fJwofYCn7P,False,2018-02-01,0.0
9.0,"#GoodMorningSuncoast! Here are your Wednesday headlines:

- 80,000 gal of wastewater spill into stormwater drains, Wares Creek in #Bradenton
- Diving deeper into investigation of Manatee Co. Superintendent Cynthia Saunders
- Recap of Pres Trump's border wall address

@mysuncoast. ",False,everyone,1.08293415959151e+18,3105087901.0,en,1.08293415959151e+18,False,"Cleveland, OH",https://t.co/VVBfSzAeLW,https://pbs.twimg.com/profile_images/1062406118822080512/IFOf0OaE_normal.jpg,True,JessDoudrick,2015-03-23T15:59:22.000Z,Jessica Smylie,"Comm Director @american_heart covering NE Ohio. Retired anchor/reporter for @mysuncoast in #Sarasota & @jet24fox66 in #Erie. York, PA native. @eagles fan.",3.0,0.0,1.0,0.0,0.0,1216.0,703.0,6761.0,27.0,,,,"#GoodMorningSuncoast! Here are your Wednesday headlines:

- 80,000 gal of wastewater spill into stormwater drains, Wares Creek in #Bradenton
- Diving deeper into investigation of Manatee Co. Superintendent Cynthia Saunders
- Recap of Pres Trump's border wall address

@mysuncoast",False,2018-02-02,0.0
12.0,"And yet another 80,000 gallons of raw sewage is dumped into Florida's waterways.
Just another day in Florida...
Take a dump here... Take a dump there... Here a dump... There a dump... Everywhere a dump - dump...E, I, E, I, Oh FLORIDA. . http   www mysuncoast com 2019 01 08 around gallons wastewater enters wares creek bradenton following force main break",False,everyone,1.08315332768324e+18,90986529.0,en,1.08315332768324e+18,False,,,https://pbs.twimg.com/profile_images/1239487935621353472/oJwoxgSS_normal.jpg,False,towallac,2009-11-18T23:33:45.000Z,Tom Wallace,,0.0,0.0,0.0,0.0,0.0,44.0,95.0,33190.0,3.0,,,,"And yet another 80,000 gallons of raw sewage is dumped into Florida's waterways.
Just another day in Florida...
Take a dump here... Take a dump there... Here a dump... There a dump... Everywhere a dump - dump...E, I, E, I, Oh FLORIDA. https://t.co/10x1hLD5Kv",False,2018-02-05,0.0
13.0,"Bradenton, Florida Today - Massive wad of baby wipes clogs #Bradenton #sewage pipe, causing spill
There's a smell in the air around Wares Creek in Bradenton, and it's not a good one. . http   www fox13news com news local news massive wad of baby wipes clogs bradenton sewage pipe causing water main break",False,everyone,1.0842099299410657e+18,30710984.0,en,1.0842099299410657e+18,False,"Mississippi River, LA",,https://pbs.twimg.com/profile_images/1575703602030575624/8JJOGC7W_normal.jpg,False,QueegRides,2009-04-12T20:05:42.000Z,Queeg Rides Again,The Mighty Queeg has polished his balls and is ready for battle.,0.0,0.0,0.0,0.0,0.0,1945.0,3098.0,58463.0,209.0,,,,"Bradenton, Florida Today - Massive wad of baby wipes clogs #Bradenton #sewage pipe, causing spill
There's a smell in the air around Wares Creek in Bradenton, and it's not a good one. https://t.co/dC7O2A7M5v",False,2018-02-06,0.0
14.0,"Back in 2015, more than 22,000 gallons of raw sewage dumped into the lake after a Manatee County storm pipe collapsed. . https   www mysuncoast com 2019 02 05 polluted lake holmes beach will see cleanup near future",False,everyone,1.0928186843374182e+18,9581122.0,en,1.0928186843374182e+18,False,"Sarasota, Florida",http://t.co/nQUeAxZ5Ke,https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg,True,mysuncoast,2007-10-21T15:57:27.000Z,ABC7 Sarasota,ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1,0.0,0.0,0.0,0.0,0.0,67072.0,855.0,89861.0,690.0,,,,"Back in 2015, more than 22,000 gallons of raw sewage dumped into the lake after a Manatee County storm pipe collapsed. https://t.co/FyZUxfQVQc",False,2018-02-07,0.0
15.0,"On Friday, a contractor hit a sewer line at 5250 Gulf of Mexico Drive on Longboat Key at about 7:30 p.m. resulting in a spill of less than 1,000 gallons of wastewater. Repairs will be completed by Wednesday. The spill has been plugged and bypassed.. ",False,everyone,1.10009462831181e+18,21992035.0,en,1.10009462831181e+18,False,"⚓ Cumberland, RI ",https://t.co/XWTXNo6tNp,https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg,True,ReadCarlos,2009-02-26T08:55:50.000Z,Carlos R. Munoz 📰,"Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",1.0,0.0,1.0,0.0,0.0,3376.0,1859.0,40396.0,96.0,,,,"On Friday, a contractor hit a sewer line at 5250 Gulf of Mexico Drive on Longboat Key at about 7:30 p.m. resulting in a spill of less than 1,000 gallons of wastewater. Repairs will be completed by Wednesday. The spill has been plugged and bypassed.",False,2018-02-08,0.0
16.0,"Suncoast:  180,000 reclaimed water discharge will eventually end up in Palma Sola Bay.

 . https   new thescoopradioshow com suncoast 180000 reclaimed water discharge will eventually end up in palma sola bay",False,everyone,1.1638450119449436e+18,747552338.0,en,1.1638450119449436e+18,False,"Sarasota, Florida",https://t.co/ZhRKxESlva,https://pbs.twimg.com/profile_images/1199787023508365318/sFxlsK-T_normal.jpg,False,TheSuncoastNews,2012-08-09T16:54:44.000Z,Francesco Abbruzzino - The Scoop,"Covering local Suncoast news and some national news. Alumna @UofMaryland, Vet @DepNavy. Bringing back Truth In Media!",0.0,0.0,0.0,0.0,0.0,1106.0,322.0,152267.0,54.0,,,,"Suncoast:  180,000 reclaimed water discharge will eventually end up in Palma Sola Bay.

https://t.co/Fq9gMWmMY7 https://t.co/Fq9gMWmMY7",False,2018-02-09,0.0
17.0,"Estimated 180,000 gallons of reclaimed water spilled in Bradenton. Some could spill into bay . https   www bradenton com news local article234182712 html",False,everyone,1.1638847854643077e+18,394878948.0,en,1.1638847854643077e+18,False,"Bradenton, Florida",https://t.co/XG5wZPllJ4,https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png,True,tompkinscondie,2011-10-20T19:32:36.000Z,Tiffany Tompkins,"Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",0.0,0.0,0.0,0.0,0.0,2346.0,2806.0,9736.0,60.0,,,,"Estimated 180,000 gallons of reclaimed water spilled in Bradenton. Some could spill into bay https://t.co/9HHYhU8xQd",False,2018-02-10,0.0
18.0,"Estimated 180,000 gallons of reclaimed water spilled in Bradenton. Some could spill into bay . https   www bradenton com news local article234182712 html",False,everyone,1.1639394308995523e+18,403685458.0,en,1.1639394308995523e+18,False,,,https://pbs.twimg.com/profile_images/1407095746726408200/SzwjkH3G_normal.jpg,False,catslib,2011-11-02T21:13:58.000Z,diana cowans,"Ars longa, vita brevis, fatuus esse. Activist for all living things. Amateur historian and genealogist. She/her.",0.0,0.0,0.0,0.0,0.0,522.0,1235.0,25078.0,34.0,,,,"Estimated 180,000 gallons of reclaimed water spilled in Bradenton. Some could spill into bay https://t.co/CpMComFbOn",False,2018-02-11,0.0
19.0,"Most of a million-gallon sewage spill in Bradenton leaked into Sarasota Bay, state says . https   www bradenton com news local article243237076 html",False,everyone,1.2682445156363387e+18,19344401.0,en,1.2682445156363387e+18,False,"Bradenton, Florida",https://t.co/KwY6u39gya,https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg,True,bradentonherald,2009-01-22T16:00:14.000Z,Bradenton Herald,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",3.0,0.0,1.0,0.0,0.0,44597.0,1506.0,140325.0,545.0,,,,"Most of a million-gallon sewage spill in Bradenton leaked into Sarasota Bay, state says https://t.co/UpCoHvKO5b",False,2018-02-12,0.0
