Unnamed: 0,text,possibly_sensitive,created_at.x,reply_settings,conversation_id,author_id,lang,id,protected,location,url,profile_image_url,verified,username,created_at.y,name,description,public_metrics.x_retweet_count,public_metrics.x_reply_count,public_metrics.x_like_count,public_metrics.x_quote_count,public_metrics.x_impression_count,public_metrics.y_followers_count,public_metrics.y_following_count,public_metrics.y_tweet_count,public_metrics.y_listed_count,in_reply_to_user_id,pinned_tweet_id,geo_place_id,text_with_display_links,reply.to.thread.no.term
11,"@MsResJudicata I remember snorkeling off of the coast of Sicily in the 80s &amp; almost running head on into a floating log. For me, the Med was never the same after that as I stopped swimming. At 400K gallons, it’s only about 2,000 gallons a day which is a far less ominous number than “400K.”",False,2019-08-15 14:49:47,everyone,1161960425224884224,278903218,en,1162013521292550144,False,Amerika,http://t.co/bJBnklJqZ2,https://pbs.twimg.com/profile_images/1308257970/Imbecile_Nation_normal.jpg,False,ImbecileNation,2011-04-08T05:56:03.000Z,Imbecile Nation,I'm just sick of it all.  Please do not laugh.,0,0,1,0,0,972,4895,16520,7,9.479048123934188e+17,1.324180408041382e+18,,nan,True
12,"Pasco Co. Public Works, the sheriff's office, and dive teams set out to clear the blockage causing water from Lake Worrell to spill onto residents' yards before Dorian makes landfall and brings a lot more rainfall into the area.
  by @AdriaIrahetaTV. https   www baynews9 com fl tampa news 2019 08 29 dorian dive teams clear lake worrell stormwater drain as dorian nears",False,2019-08-29 23:06:44,everyone,1167212013132668928,17308428,en,1167212013132668928,False,Tampa Bay area,http://t.co/j3OZJEwDmE,https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg,True,BN9,2008-11-11T12:03:53.000Z,Spectrum Bay News 9,"Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.",0,0,2,0,0,384372,446,145386,1755,,,,pasco public work office dive team set clear blockage cause water lake worrell spill resident yard dorian landfall brings lot rainfall area,False
13,"A gem of Port Richey, the Cotee River, is being dirtied by what neighbors call a disgrace — human waste spilling into the street and reaching the river. . https   www abcactionnews com news local news i team investigates port richey neighbors fed up with ongoing sewage spills",False,2021-10-18 14:00:08,everyone,1450099381802315783,15138087,en,1450099381802315783,False,Tampa,https://t.co/hjOLC3xFry,https://pbs.twimg.com/profile_images/875429460807438337/4yx0qIuz_normal.jpg,True,abcactionnews,2008-06-16T20:08:51.000Z,ABC Action News,Tampa Bay News: Check out our traffic feed here: https://t.co/M2uAC172SI,0,0,0,0,0,173598,649,187000,1591,,,,gem richey cotee river diied neighbor disgrace human waste spill street reach river,False
14,Bob Hubbard has been contacting city officials over the last 2 yrs to sound the alarm about sewage spilling onto the streets &amp; nearby Cotee River. We brought the concerns to Port Richey’s city manager to find out what’s being done now to address the issue: . https   www abcactionnews com news local news i team investigates port richey neighbors fed up with ongoing sewage spills,False,2021-10-19 16:58:27,everyone,1450506641783365634,186658918,en,1450506641783365634,False,"Tampa, FL",https://t.co/HKiowNI2vt,https://pbs.twimg.com/profile_images/1054932761859911680/uoftwYAU_normal.jpg,False,KylieMcGivern,2010-09-04T01:34:53.000Z,Kylie McGivern,Emmy Award-Winning Investigative Reporter @abcactionnews Native Floridian. Mizzou Grad. Have a story idea? Would love to hear it! kylie.mcgivern@wfts.com,0,0,1,0,0,2846,3155,8095,77,,,,bob hubbard contact city official yrs sound alarm sewage spill street amp nearby cotee river bring concern city manager address issue,False
15,"A gem of Port Richey, the Cotee River, is being dirtied by what neighbors call a disgrace — human waste spilling into the street and reaching the river  #sewage #florida. https   www abcactionnews com news local news i team investigates port richey neighbors fed up with ongoing sewage spills",False,2021-10-21 12:00:57,everyone,1451156549787860992,1088196428961406976,en,1451156549787860992,False,,https://t.co/AR8sz1dyFZ,https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg,False,awsproject,2019-01-23T22:07:01.000Z,American Water Security Project,"Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters",0,0,0,0,0,92,95,1368,1,,,,gem richey cotee river diied neighbor disgrace human waste spill street reach river sewage florida,False
16,"Calls for change in Port Richey were heard at City Hall after neighbors, who felt ignored, contacted the I-Team, worried about sewage spilling into the streets, backing up into their bathtubs, and flowing into the nearby Cotee River. . https   www abcactionnews com news local news i team investigates port richey conducts smoke testing to find problem spots in sewer system following i team report",False,2021-11-19 22:00:11,everyone,1461816602157010947,15138087,en,1461816602157010947,False,Tampa,https://t.co/hjOLC3xFry,https://pbs.twimg.com/profile_images/875429460807438337/4yx0qIuz_normal.jpg,True,abcactionnews,2008-06-16T20:08:51.000Z,ABC Action News,Tampa Bay News: Check out our traffic feed here: https://t.co/M2uAC172SI,1,0,0,0,0,173598,649,187000,1591,,,,call change richey hear city hall neighbor felt contacted team worry sewage spill street back bathtub flow nearby cotee river,False
17,"RT @abcactionnews: Calls for change in Port Richey were heard at City Hall after neighbors, who felt ignored, contacted the I-Team, worried about sewage spilling into the streets, backing up into their bathtubs, and flowing into the nearby Cotee River. . https   www abcactionnews com news local news i team investigates port richey conducts smoke testing to find problem spots in sewer system following i team report",False,2021-11-19 22:00:31,everyone,1461816684172484609,1279770043467866112,en,1461816684172484609,False,,,https://pbs.twimg.com/profile_images/1544875936755195906/4g5cP748_normal.jpg,False,prsc24xt,2020-07-05T13:33:43.000Z,TheSicilianDragn,,1,0,0,0,0,15,267,1006,1,,,,call change richey hear city hall neighbor felt contacted team worry sewage spill street back bathtub flow nearby cotee river,False
18,"An alert if you live or work near Gulf View Square Mall or the subdivisions of Sea Pines West and West Port in western Pasco County.
#PascoCounty is performing smoke testing to identify leaks in our sewer system from 08/29 – 08/31. To learn more, visit:  . https   ussiusa com door hanger. https   twitter com PascoCountyPIO status 1562530181960515585 photo 1",False,2022-08-24 20:00:00,everyone,1562530181960515585,330332873,en,1562530181960515585,False,"New Port Richey, FL",https://t.co/GtpqLTEznd,https://pbs.twimg.com/profile_images/747460336366792704/LtjBsB9A_normal.jpg,False,PascoCountyPIO,2011-07-06T13:20:37.000Z,Pasco County PIO,"Official Pasco County, FL Gov. page; not monitored 24/7. Customer Service: 727.847.2411. Emergencies: 911. Posting Disclaimer: https://t.co/GFrAjB5qp6…",1,0,1,0,0,3997,374,4824,84,,,,ale live work gulf view square mall subdivision sea pine west west western pasco pascocounty perform smoke test identify leak sewer learn visit,False
19,"RT @PascoCountyPIO: An alert if you live or work near Gulf View Square Mall or the subdivisions of Sea Pines West and West Port in western Pasco County.
#PascoCounty is performing smoke testing to identify leaks in our sewer system from 08/29 – 08/31. To learn more, visit:  . https   ussiusa com door hanger. https   twitter com PascoCountyPIO status 1562530181960515585 photo 1",False,2022-08-24 20:01:18,everyone,1562530509170692099,3912994635,en,1562530509170692099,False,,https://t.co/5R4Wt48dHd,https://pbs.twimg.com/profile_images/1588560871466352642/Pup_sqza_normal.jpg,False,PascoGovAffairs,2015-10-09T23:05:22.000Z,Pasco County IGA,"The official Twitter page of the Pasco County, FL Intergovernmental Affairs Department.",1,0,0,0,0,1787,637,18688,33,,,,ale live work gulf view square mall subdivision sea pine west west western pasco pascocounty perform smoke test identify leak sewer learn visit,False
20,"An alert if you live or work near Gulf View Square Mall or the subdivisions of Sea Pines West and West Port in western Pasco County.
#PascoCounty is performing smoke testing to identify leaks in our sewer system from 08/29 – 08/31. To learn more, visit:  . https   ussiusa com door hanger. https   twitter com PascoCountyPIO status 1563904236559208450 photo 1",False,2022-08-28 15:00:00,everyone,1563904236559208450,330332873,en,1563904236559208450,False,"New Port Richey, FL",https://t.co/GtpqLTEznd,https://pbs.twimg.com/profile_images/747460336366792704/LtjBsB9A_normal.jpg,False,PascoCountyPIO,2011-07-06T13:20:37.000Z,Pasco County PIO,"Official Pasco County, FL Gov. page; not monitored 24/7. Customer Service: 727.847.2411. Emergencies: 911. Posting Disclaimer: https://t.co/GFrAjB5qp6…",0,0,0,0,0,3997,374,4824,84,,,,ale live work gulf view square mall subdivision sea pine west west western pasco pascocounty perform smoke test identify leak sewer learn visit,False
1,Broken pipe sends raw sewage into the Manatee River . https   www bradenton com news local article212334479 html,False,2018-06-01 17:47:23,everyone,1002607555590443008,19344401,en,1002607555590443008,False,"Bradenton, Florida",https://t.co/KwY6u39gya,https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg,True,bradentonherald,2009-01-22T16:00:14.000Z,Bradenton Herald,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",1,0,0,1,0,44597,1506,140325,545,,,,break pipe sends raw sewage manatee river,False
2,RT @bradentonherald: Broken pipe sends raw sewage into the Manatee River . https   www bradenton com news local article212334479 html,False,2018-06-01 17:47:34,everyone,1002607602134650881,13058782,en,1002607602134650881,False,"Tampa, FL USA",https://t.co/bUWYk8x2JM,https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg,True,wmnfnews,2008-02-04T18:22:04.000Z,Seán Kinane WMNF,"WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him",1,0,0,0,0,6624,2472,74235,359,,1.3800002146611364e+18,,break pipe sends raw sewage manatee river,False
3,"Manasota88

PALMA SOLA BAY SEWAGE SPILLS

How much pollution can one waterway hold? Apparently, the City of Bradenton intends to find out.  Palma Sola Bay has the unfortunate distinction of being known as one of the... . https   www facebook com EcoVoice org posts 1945286985494976",False,2018-06-18 04:43:22,everyone,1008570845583826944,3323529387,en,1008570845583826944,False,South Florida,http://t.co/73f8BdQGYP,https://pbs.twimg.com/profile_images/638127626402402304/Z71sdYyG_normal.jpg,False,eco_voice,2015-06-13T20:03:03.000Z,Eco-Voice,"A non-partisan, independent, volunteer run org, which endeavors to communicate multiple positions on important environmental issues effecting south Florida.",0,0,0,0,0,304,616,14115,7,,,,manasota palma sola bay sewage spill pollution waterway hold city bradenton intend palma sola bay unfounate distinction,False
4,"This is Clark Spring Lake on Anna Maria Island. The lake used to be crystal clear until a sewage spill back in 2015. Home owners are still frustrated with the situation, 3 years later. Reporter Rick Adams will be live tonight at 6pm with details. @mysuncoast . https   twitter com SammiWWSB status 1014980598149079041 photo 1",False,2018-07-05 21:13:26,everyone,1014980598149079041,979718637299929088,en,1014980598149079041,False,"Sarasota, FL",https://t.co/th63VYvcq2,https://pbs.twimg.com/profile_images/1519121464666083330/ih5WLmNS_normal.jpg,False,SammiBPhoto,2018-03-30T13:55:00.000Z,Sammi Battista,📸 Absolutely adore capturing memories for others. See more work on the gram ⇩,1,0,5,0,0,220,154,584,2,,,07d9e4be17c82005,clark spring lake anna maria island lake crystal clear sewage spill owner frustrate situation year repoer rick adam live tonight detail,False
5,"RT @SammiWWSB: This is Clark Spring Lake on Anna Maria Island. The lake used to be crystal clear until a sewage spill back in 2015. Home owners are still frustrated with the situation, 3 years later. Reporter Rick Adams will be live tonight at 6pm with details. @mysuncoast . https   twitter com SammiWWSB status 1014980598149079041 photo 1",False,2018-07-05 21:26:48,everyone,1014983961796366338,9581122,en,1014983961796366338,False,"Sarasota, Florida",http://t.co/nQUeAxZ5Ke,https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg,True,mysuncoast,2007-10-21T15:57:27.000Z,ABC7 Sarasota,ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1,1,0,0,0,0,67072,855,89861,690,,,,clark spring lake anna maria island lake crystal clear sewage spill owner frustrate situation year repoer rick adam live tonight detail,False
6,You asked: Why do we still dump sewage onto our beaches? . https   ift tt 2MbmZZP,False,2018-08-13 10:07:09,everyone,1028946050000867335,19344401,en,1028946050000867335,False,"Bradenton, Florida",https://t.co/KwY6u39gya,https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg,True,bradentonherald,2009-01-22T16:00:14.000Z,Bradenton Herald,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",1,1,0,0,0,44597,1506,140325,545,,,,ask dump sewage,False
7,RT @bradentonherald: You asked: Why do we still dump sewage onto our beaches? . https   ift tt 2MbmZZP,False,2018-08-13 10:07:48,everyone,1028946212467220481,751811102175064065,en,1028946212467220481,False,"Florida, USA",,https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg,False,calusawater,2016-07-09T16:11:49.000Z,Calusa Waterkeeper,Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater,1,0,0,0,0,2250,4967,44629,71,,1.5836436328041882e+18,,ask dump sewage,False
8,Residents on Holmes Beach still concerned about water quality after a sewage spill on Spring Lake 3 years ago @abcactionnews . https   twitter com JakePetersonTV status 1054799425774739456 photo 1,False,2018-10-23 18:19:14,everyone,1054799425774739456,822182485,en,1054799425774739456,False,"Gainesville, FL",https://t.co/ODObVOalxt,https://pbs.twimg.com/profile_images/1133902818249777157/M31RV_--_normal.jpg,False,JakePetersonTV,2012-09-13T21:02:19.000Z,Jake Peterson,News Director WXLV,0,0,1,0,0,768,811,1418,26,,,,resident holmes beach concerned water quality sewage spill spring lake year ago,False
9,"#GoodMorningSuncoast! Here are your Wednesday headlines:

- 80,000 gal of wastewater spill into stormwater drains, Wares Creek in #Bradenton
- Diving deeper into investigation of Manatee Co. Superintendent Cynthia Saunders
- Recap of Pres Trump's border wall address

@mysuncoast. ",False,2019-01-09 09:36:38,everyone,1082934159591510016,3105087901,en,1082934159591510016,False,"Cleveland, OH",https://t.co/VVBfSzAeLW,https://pbs.twimg.com/profile_images/1062406118822080512/IFOf0OaE_normal.jpg,True,JessDoudrick,2015-03-23T15:59:22.000Z,Jessica Smylie,"Comm Director @american_heart covering NE Ohio. Retired anchor/reporter for @mysuncoast in #Sarasota & @jet24fox66 in #Erie. York, PA native. @eagles fan.",3,0,1,0,0,1216,703,6761,27,,,,goodmorningsuncoast wednesday headline gal wastewater spill stormwater drain ware creek bradenton dive deep investigation manatee superintendent cynthia saunders recap pres border wall address,False
10,"RT @JessDoudrick: #GoodMorningSuncoast! Here are your Wednesday headlines:

- 80,000 gal of wastewater spill into stormwater drains, Wares Creek in #Bradenton
- Diving deeper into investigation of Manatee Co. Superintendent Cynthia Saunders
- Recap of Pres Trump's border wall address

@mysuncoast. ",False,2019-01-09 09:39:37,everyone,1082934909356912646,14769495,en,1082934909356912646,False,"Florida, USA",,https://pbs.twimg.com/profile_images/1538080167272230913/InfhMtw0_normal.png,False,KEBrightbill,2008-05-14T05:13:30.000Z,Kathryn Brightbill 🖋️ (Parody?),"Sometimes writer | Precinct Committeeperson @DemocratManatee | #GatorNation 🐊 | Pronouns: Any, just be respectful🌈 | Opinions mine |

#GoBolts #GoBucs #RaysUp",3,0,0,0,0,10868,3634,334128,165,,1.194349616017351e+18,,goodmorningsuncoast wednesday headline gal wastewater spill stormwater drain ware creek bradenton dive deep investigation manatee superintendent cynthia saunders recap pres border wall address,False
11,"RT @JessDoudrick: #GoodMorningSuncoast! Here are your Wednesday headlines:

- 80,000 gal of wastewater spill into stormwater drains, Wares Creek in #Bradenton
- Diving deeper into investigation of Manatee Co. Superintendent Cynthia Saunders
- Recap of Pres Trump's border wall address

@mysuncoast. ",False,2019-01-09 09:49:02,everyone,1082937280715730945,9581122,en,1082937280715730945,False,"Sarasota, Florida",http://t.co/nQUeAxZ5Ke,https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg,True,mysuncoast,2007-10-21T15:57:27.000Z,ABC7 Sarasota,ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1,3,0,0,0,0,67072,855,89861,690,,,,goodmorningsuncoast wednesday headline gal wastewater spill stormwater drain ware creek bradenton dive deep investigation manatee superintendent cynthia saunders recap pres border wall address,False
12,"And yet another 80,000 gallons of raw sewage is dumped into Florida's waterways.
Just another day in Florida...
Take a dump here... Take a dump there... Here a dump... There a dump... Everywhere a dump - dump...E, I, E, I, Oh FLORIDA. . http   www mysuncoast com 2019 01 08 around gallons wastewater enters wares creek bradenton following force main break",False,2019-01-10 00:07:31,everyone,1083153327683239943,90986529,en,1083153327683239943,False,,,https://pbs.twimg.com/profile_images/1239487935621353472/oJwoxgSS_normal.jpg,False,towallac,2009-11-18T23:33:45.000Z,Tom Wallace,,0,0,0,0,0,44,95,33190,3,,,,gallon raw sewage dump waterway day florida dump dump dump dump dump dump florida,False
13,"Bradenton, Florida Today - Massive wad of baby wipes clogs #Bradenton #sewage pipe, causing spill
There's a smell in the air around Wares Creek in Bradenton, and it's not a good one. . http   www fox13news com news local news massive wad of baby wipes clogs bradenton sewage pipe causing water main break",False,2019-01-12 22:06:05,everyone,1084209929941065728,30710984,en,1084209929941065728,False,"Mississippi River, LA",,https://pbs.twimg.com/profile_images/1575703602030575624/8JJOGC7W_normal.jpg,False,QueegRides,2009-04-12T20:05:42.000Z,Queeg Rides Again,The Mighty Queeg has polished his balls and is ready for battle.,0,0,0,0,0,1945,3098,58463,209,,,,bradenton florida today massive wad baby wipe clog bradenton sewage pipe cause spill smell air war creek bradenton good,False
14,"Back in 2015, more than 22,000 gallons of raw sewage dumped into the lake after a Manatee County storm pipe collapsed. . https   www mysuncoast com 2019 02 05 polluted lake holmes beach will see cleanup near future",False,2019-02-05 16:14:12,everyone,1092818684337418240,9581122,en,1092818684337418240,False,"Sarasota, Florida",http://t.co/nQUeAxZ5Ke,https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg,True,mysuncoast,2007-10-21T15:57:27.000Z,ABC7 Sarasota,ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1,0,0,0,0,0,67072,855,89861,690,,,,gallon raw sewage dump lake manatee storm pipe collapse,False
15,"On Friday, a contractor hit a sewer line at 5250 Gulf of Mexico Drive on Longboat Key at about 7:30 p.m. resulting in a spill of less than 1,000 gallons of wastewater. Repairs will be completed by Wednesday. The spill has been plugged and bypassed.. ",False,2019-02-25 18:06:12,everyone,1100094628311810048,21992035,en,1100094628311810048,False,"⚓ Cumberland, RI ",https://t.co/XWTXNo6tNp,https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg,True,ReadCarlos,2009-02-26T08:55:50.000Z,Carlos R. Munoz 📰,"Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",1,0,1,0,0,3376,1859,40396,96,,,,friday contractor hit sewer gulf mexico drive longboat key spill gallon wastewater repair wednesday spill plug bypassed,False
16,"Suncoast:  180,000 reclaimed water discharge will eventually end up in Palma Sola Bay.

 . https   new thescoopradioshow com suncoast 180000 reclaimed water discharge will eventually end up in palma sola bay",False,2019-08-20 16:07:28,everyone,1163845011944943618,747552338,en,1163845011944943618,False,"Sarasota, Florida",https://t.co/ZhRKxESlva,https://pbs.twimg.com/profile_images/1199787023508365318/sFxlsK-T_normal.jpg,False,TheSuncoastNews,2012-08-09T16:54:44.000Z,Francesco Abbruzzino - The Scoop,"Covering local Suncoast news and some national news. Alumna @UofMaryland, Vet @DepNavy. Bringing back Truth In Media!",0,0,0,0,0,1106,322,152267,54,,,,suncoast reclaim water discharge eventually palma sola bay,False
17,"Estimated 180,000 gallons of reclaimed water spilled in Bradenton. Some could spill into bay . https   www bradenton com news local article234182712 html",False,2019-08-20 18:45:31,everyone,1163884785464307712,394878948,en,1163884785464307712,False,"Bradenton, Florida",https://t.co/XG5wZPllJ4,https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png,True,tompkinscondie,2011-10-20T19:32:36.000Z,Tiffany Tompkins,"Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",0,0,0,0,0,2346,2806,9736,60,,,,estimate gallon reclaim water spill bradenton spill bay,False
