Unnamed: 0,text,possibly_sensitive,id,author_id,conversation_id,in_reply_to_user_id,reply_settings,lang,created_at.x,username,profile_image_url,protected,name,url,verified,created_at.y,location,description,public_metrics.x_retweet_count,public_metrics.x_reply_count,public_metrics.x_like_count,public_metrics.x_quote_count,public_metrics.x_impression_count,public_metrics.y_followers_count,public_metrics.y_following_count,public_metrics.y_tweet_count,public_metrics.y_listed_count,pinned_tweet_id,text_with_display_links,reply.to.thread.no.term,geo_place_id
13,"It's been 12 years since the #DeepwaterHorizon oil spill. Today we're still seeing impacts in Barataria Bay, LA. Documenting disaster impacts is part of our #conservation mission that you can support. #BeTheOne to#SupportDolphins! . sarasotadolphin dwh 12 years on. givingchallenge organizations dolphin biology research institute dba sarasota dolphin research program. dolphinsarasota 1516386443169615880 photo 1",False,1516386443169615880,222863886,1516386443169615880,,everyone,en,2022-04-19 12:01:15,dolphinsarasota,https://pbs.twimg.com/profile_images/1182470751/logo-FB_normal.gif,False,SDRP,https://t.co/KngnvyYozJ,False,2010-12-04T17:46:20.000Z,"Sarasota, Florida, USA","We are the world’s longest-running study of a wild dolphin population. Since 1970, our research has been helping humans save dolphins across the planet.",0,0,6,0,0,904,42,781,19,,"It’s been 12 years since the #DeepwaterHorizon oil spill. Today we’re still seeing impacts in Barataria Bay, LA. https://t.co/pdMsd8SnpN
Documenting disaster impacts is part of our #conservation mission that you can support. #BeTheOne to#SupportDolphins! https://t.co/8LFSUKj2Oh https://t.co/dUEV6xpYkz",False,
14,"Media = odd. I went to the Florida Gulf f/ four media tours in 6 8 weeks, during the daily CNN &amp; MSNBC leading off each a.m. w/ of the Gulf Oil Spill ('09?), &amp; saw not a drop of oil in Panama City Beach, Naples, Sarasota or Ft. Myers. Not a speck. Pristine aqua seas..",False,1549513325582639104,2790538982,1549232072962736130,19733982.0,everyone,en,2022-07-19 21:55:40,bijancbayne,https://pbs.twimg.com/profile_images/1180134619015983104/Jr6P_9UG_normal.jpg,False,Bijan C. Bayne,https://t.co/6YLDOfZkn2,False,2014-09-04T20:20:31.000Z,"Miami Beach, FL","Producer-screenwriter, @nytimes, ESPN, WaPo, bijanc@hotmail.com, https://t.co/q03aGBOpRb, developing docs about The T.A.M.I. Show, & about the '64 Tokyo Games",0,1,1,0,0,8302,599,254914,181,,"@DeuxProcess @Dart_Adams Media = odd. I went to the Florida Gulf f/ four media tours in 6-8 weeks, during the daily CNN &amp; MSNBC leading off each a.m. w/ news of the Gulf Oil Spill ('09?), &amp; saw not a drop of oil in Panama City Beach, Naples, Sarasota or Ft. Myers. Not a speck. Pristine aqua seas.",False,
15,"🗣️💬 2010 BP Oil Spill. Seen the after effects in Florida for my 3 week vacation. Tampa Bay, Sarasota, St. Petersburg, New Port Richey. Hehe. 🛢️🌊.",False,1575234259895218176,1496174892345180160,1574544436264161299,8.601233511545569e+17,everyone,en,2022-09-28 21:21:28,TheShogunGamer,https://pbs.twimg.com/profile_images/1614481518092591104/wc1T3HOM_normal.jpg,False,PSN: TheShowgunGamer ⛩️🏯,https://t.co/JdfXIe9fIV,False,2022-02-22T17:28:17.000Z,"Albany, New York",Video Game Extraordinaire 🎮 Polyamorous ❤ Disabled Rights ♿ Politics 🗣 Film Enthusiast 🎥 Sports Junkie🏅Graphics Designer 🎨 Idealist💡egameboss@gmail.com 📧,0,0,0,0,0,255,263,17565,2,,"@DeadlineWH @McFaul @NicolleDWallace 🗣️💬 2010 BP Oil Spill. Seen the after effects in Florida for my 3-week vacation. Tampa Bay, Sarasota, St. Petersburg, New Port Richey. Hehe. 🛢️🌊",False,
16,"#WaybackWednesday Fla. Governor disaster fashion edition. Then Gov. Charlie Crist, wearing a Columbia fishing shirt, speaks at a meeting of newspaper editors and publishers, June 17, 2010 in Sarasota Gulf Oil Spill. /cc . cell911 1577720170088275977 photo 1",False,1577720170088275977,822482,1577720170088275977,,everyone,en,2022-10-05 17:59:35,cell911,https://pbs.twimg.com/profile_images/1409540841455108104/I0mT8RA5_normal.jpg,False,Craig Lee,,False,2007-03-08T18:09:06.000Z,,"Native Florida Man, redhead, smart aleck, web coder, journalist, photography geek, rocket launch fan, gourmet cook, butterfly chaser, kayaker, bicyclist.",0,1,0,0,0,611,1488,14325,35,1.5936043096937595e+18,"#WaybackWednesday Fla. Governor disaster fashion edition. Then Gov. Charlie Crist, wearing a Columbia fishing shirt, speaks at a meeting of newspaper editors and publishers, June 17, 2010 in Sarasota post Gulf Oil Spill. /cc @cynthiabarnett @craigtimes https://t.co/xdgj7HxCuc",False,
17,I remember thinking at the time that he looked ridiculously out of place in that attire because I'd only ever seen him in a coat and tie.,False,1577720678366601217,822482,1577720170088275977,822482.0,everyone,en,2022-10-05 18:01:37,cell911,https://pbs.twimg.com/profile_images/1635658078317334528/_GcYet4m_normal.jpg,False,Craig Lee,,False,2007-03-08T18:09:06.000Z,,"Native Florida Man, redhead, smart aleck, web coder, journalist, photography geek, rocket launch fan, gourmet cook, butterfly chaser, kayaker, bicyclist.",0,1,0,0,0,599,1444,14330,35,1.5936043096937595e+18,,True,
18,"He was on the agenda for the meeting as a Senatorial candidate, but opened with some remarks about oil spill mitigation prep.",False,1577722173833154560,822482,1577720170088275977,822482.0,everyone,en,2022-10-05 18:07:33,cell911,https://pbs.twimg.com/profile_images/1635658078317334528/_GcYet4m_normal.jpg,False,Craig Lee,,False,2007-03-08T18:09:06.000Z,,"Native Florida Man, redhead, smart aleck, web coder, journalist, photography geek, rocket launch fan, gourmet cook, butterfly chaser, kayaker, bicyclist.",0,0,0,0,0,599,1444,14330,35,1.5936043096937595e+18,,True,
1,“About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.” why we must #Divest Take Action: #StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete. change p st petersburg city council removing public funds from socially irresponsible banking institutions. klcc oil spill prompts warning avoid miles long stretch mckenzie river,False,974768436042715136,765781379418292224,974768436042715136,,everyone,en,2018-03-16 22:04:40,greenpeace_dtsp,https://pbs.twimg.com/profile_images/773487001622437889/kmw3h0r0_normal.jpg,False,Greenpeace St. Pete,,False,2016-08-17T05:24:43.000Z,"Florida, USA",,3,0,1,0,0,25,54,108,2,,"“About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.”
 why we must #Divest                                 Take Action: https://t.co/yxLx8mBEDv
https://t.co/xDj2S14P0Z
#StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete",False,
2,“About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.” why we must #Divest Take Action: #StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete. change p st petersburg city council removing public funds from socially irresponsible banking institutions. klcc oil spill prompts warning avoid miles long stretch mckenzie river,False,977349892984029184,906874369019748357,977349892984029184,,everyone,en,2018-03-24 01:02:27,Lozan72,https://pbs.twimg.com/profile_images/981518522139385857/wm8w3six_normal.jpg,False,Lozan,https://t.co/BnqigrYNnV,False,2017-09-10T13:37:53.000Z,"Vancouver, British Columbia","Author, poet, interpreter, peacekeeper, climate activist & mother. Life is too short to behave & blend in with the crowd. Make a statement & do good حرية المرأة",3,0,0,0,0,254,194,9700,4,,"RT @greenpeace_dtsp: “About 200 gallons of hydraulic oil was spilled. The leak was traced to the International Paper mill in Springfield.”
 why we must #Divest                                 Take Action: https://t.co/yxLx8mBEDv
https://t.co/xDj2S14P0Z
#StopLine3 #NoKM #NoKXL #NoDapl # #DivestStPete",False,
3,"#OIL Damn #Gazprom, building a superfluous $20 bln refinery near St. Petersburg. Don't #Russia|ns know that its best to pipe raw bitumen across mountains, spill a 1/3 enroute and a 1/3 in the ocean, then tanker it to China. Let them deal with it. No fuss, right #KinderMorgan?.",False,988322245310230530,381214787,988322245310230530,,everyone,en,2018-04-23 07:42:40,gbazov,https://pbs.twimg.com/profile_images/1505304313991766028/Jeh7LkMG_normal.jpg,False,Gleb Bazov,https://t.co/qrmJNmuj0g,False,2011-09-27T23:11:26.000Z,"Toronto, Ontario",#Slavyangrad Twitter / @NuestraIraSLG #Slavyangrad Telegram / https://t.co/S78v25WM75 #Slavyangrad Website / https://t.co/qrmJNmuj0g / https://t.co/MWs0akug2Q,0,1,0,0,0,38534,11721,91968,568,1.5045259451217838e+18,"#OIL—Damn #Gazprom, building a superfluous $20 bln refinery near St. Petersburg. Don't #Russia|ns know that it's best to pipe raw bitumen across mountains, spill a 1/3 enroute and a 1/3 in the ocean, then tanker it to China. Let them deal with it. No fuss, right #KinderMorgan?",False,
4,"#OIL We better get all our tar sands sludge out of Alberta, I guess, as soon as possible. What with even the HSBC to cease financing oil sands developments, along with coal burning and other advanced manufacturing processes (well except in Asia, cause just... cause).",False,988323446282076161,381214787,988322245310230530,381214787.0,everyone,en,2018-04-23 07:47:26,gbazov,https://pbs.twimg.com/profile_images/1505304313991766028/Jeh7LkMG_normal.jpg,False,Gleb Bazov,https://t.co/qrmJNmuj0g,False,2011-09-27T23:11:26.000Z,"Toronto, Ontario",#Slavyangrad Twitter / @NuestraIraSLG #Slavyangrad Telegram / https://t.co/S78v25WM75 #Slavyangrad Website / https://t.co/qrmJNmuj0g / https://t.co/MWs0akug2Q,0,1,0,0,0,37730,11688,91942,566,1.5045259451217838e+18,,True,
5,I really do love some sarcasm with my coffee. LOL You are so right...,False,988382731032760320,711949028649340928,988322245310230530,381214787.0,everyone,en,2018-04-23 11:43:00,globalizeddem,https://pbs.twimg.com/profile_images/864042376314183680/yze37ahw_normal.jpg,False,Global Village,,False,2016-03-21T16:14:10.000Z,,"""Every great dream begins with a dreamer.""",0,0,1,0,0,127,288,1378,3,,,True,
6,A group of scientists from states bordering the #Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with #health problems from red tide and #oil spills in the Gulf. . wusfnews wusf usf may be used track lingering health problems gulf mexico,False,1111314685528293376,30710984,1111314685528293376,,everyone,en,2019-03-28 17:10:42,QueegRides,https://pbs.twimg.com/profile_images/1575703602030575624/8JJOGC7W_normal.jpg,False,Queeg Rides Again,,False,2009-04-12T20:05:42.000Z,"Mississippi River, LA",The Mighty Queeg has polished his balls and is ready for battle.,0,0,0,0,0,1945,3098,58463,209,,A group of scientists from states bordering the #Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with #health problems coming from red tide and #oil spills in the Gulf. https://t.co/UVlqSOEBMT,False,
7,A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems from red tide and oil spills in the Gulf. . wlrn 2019 03 27 may be used to track lingering health problems in the gulf of mexico. NPScorp_UK 1111646293905063936 photo 1,False,1111646293905063936,339601918,1111646293905063936,,everyone,en,2019-03-29 15:08:24,FyterTech_UK,https://pbs.twimg.com/profile_images/1357708483672571904/dlocYIO7_normal.jpg,False,LiquidSafetySolutions,https://t.co/H1SZ6OzK07,False,2011-07-21T10:58:31.000Z,"Oldham, England","Our #OilSpill products are essential for organisations across various markets, including #marine, #aerospace, #FoodManufacture & #transport. 
#SpillControl",1,0,0,0,0,864,852,5324,6,1.4812008039731077e+18,A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems coming from red tide and oil spills in the Gulf. https://t.co/tSVKYxAlD2 https://t.co/M7RkpN96hU,False,
8,A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems from red tide and oil spills in the Gulf. . wlrn 2019 03 27 may be used to track lingering health problems in the gulf of mexico. NPScorp_UK 1111646293905063936 photo 1,False,1111648202493751297,2803913821,1111648202493751297,,everyone,en,2019-03-29 15:15:59,GeoffWimble1,https://pbs.twimg.com/profile_images/588232081358123008/pn00dX_E_normal.jpg,False,Geoff Wimble,,False,2014-09-11T15:34:46.000Z,"England, United Kingdom",Former Canterbury  Councillor,1,0,0,0,0,3547,4240,41457,21,,RT @NPScorp_UK: A group of scientists from states bordering the Gulf of Mexico met in St. Petersburg Wednesday to figure out ways to deal with health problems coming from red tide and oil spills in the Gulf. https://t.co/tSVKYxAlD2 https://t.co/M7RkpN96hU,False,
9,"Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online. . gulfseagrant oilspilloutreach presentations how does science guide oil spill response",False,1113871426057113600,3438303297,1113871426057113600,,everyone,en,2019-04-04 18:30:17,NASEM_Gulf,https://pbs.twimg.com/profile_images/1520072752388091905/iVnF2Mie_normal.jpg,False,NASEM Gulf Research Program,https://t.co/y5qEHfhgBr,False,2015-08-24T19:23:57.000Z,"Washington, DC","The Gulf Research Program of @theNASEM funds studies, projects, & other activities at the intersections of human, environmental, and offshore energy systems.",7,0,5,0,0,1259,649,2106,16,,"Join researchers and responders as they discuss how science guides oil spill response on April 24th. This Sea Grant Oil Spill Science Outreach Program event is free and open to the public. Attend in person in St. Petersburg, Florida, or watch online.

https://t.co/zhLfQQY077",False,
